#OTU ID	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
NC 002516.2 Pseudomonas aeruginosa PAO1 chromosome- complete genome	0	36.1146162352535	0	0	1919.23695288455	0	0	476.731967236972	0	46.893185763604	32.0067495833521	1755.78547879276	20.4368290461294	29.2373210895229	0	30.9471914031178	0	17.460661130473	134.812223424298	0	0	0	0	0	51.8983777864563	0	0	0	0	0	0	0	43.3427676090829	0	0	0	0	154.64806353561	0	0	149.776047365177	58.5626157343693	0	61.2119101237766	0	0	0	136.766818728575	0	61.4584709747006	0	0	0	0	0
NC 003098.1 Streptococcus pneumoniae R6 chromosome- complete genome	294.821490010121	180.573081176267	363.565728009208	1305.25204416973	233.420710485959	344.114529786024	0	100.364624681468	1503.68210738587	281.359114581624	32.0067495833521	1424.50519977526	183.931461415165	1140.25552249139	77.7451420947962	1083.15169910912	1430.6442906563	34.9213222609461	471.842781985043	476.812603110725	1014.25486920821	262.918543727051	5565.32500672673	269.246859319526	1349.35782244786	170.512674775492	46.9260173795198	300.032949072953	172.160894685738	266.872834827332	124.596980682899	2705.64749069477	4160.90569047196	265.164773390185	1708.58230383339	1357.69192372966	807.80794850709	1933.10079419513	666.289102841723	796.922430468518	898.656284191063	1522.6280090936	730.697090645222	1469.08584297064	6635.02303166721	667.496587423697	1389.69816748444	2803.71978393578	609.459914907207	2212.50495508922	130.599536763443	453.236953574291	118.464697520139	9103.95225327195	1144.95195885667
NC 002936.3 Dehalococcoides mccartyi 195- complete genome	0	0	0	0	0	0	0	0	0	0	64.0134991667043	0	0	0	51.8300947298641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1933.10079419513	44.4192735227815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC 002737.2 Streptococcus pyogenes M1 GAS- complete genome	0	0	0	261.050408833946	0	52.9406968901576	0	0	246.057072117687	187.572743054416	0	33.1280279017502	0	0	0	371.366296837414	0	0	0	0	24.1489254573384	0	23.5818856217234	0	25.9491888932282	28.4187791292486	0	0	0	0	0	73.1256078566153	86.6855352181658	0	0	0	0	0	0	0	0	0	0	0	62.5945569025209	41.718536713981	99.264154820317	136.766818728575	0	245.833883898802	0	64.7481362248988	0	87.5380024353072	104.086541714243
NC 002967.9 Treponema denticola ATCC 35405 chromosome- complete genome	88.4464470030364	36.1146162352535	0	0	389.034517476598	52.9406968901576	0	125.455780851835	82.0190240392292	0	32.0067495833521	165.640139508751	61.3104871383882	0	414.640757838913	30.9471914031178	0	0	0	0	0	0	47.1637712434469	185.107215782174	0	341.025349550983	0	54.5514452859914	24.5944135265339	0	0	73.1256078566153	0	0	189.84247820371	79.864230807627	53.853863233806	0	0	434.684962073737	299.552094730354	117.125231468739	168.622405533513	367.27146074266	250.378227610083	41.718536713981	0	68.3834093642873	182.837974472162	122.916941949401	0	64.7481362248988	0	0	572.475979428336
NC 002940.2 Haemophilus ducreyi strain 35000HP complete genome	0	0	155.813883432518	0	0	185.292439115552	0	0	27.339674679743	0	0	33.1280279017502	0	58.4746421790459	0	61.8943828062356	0	0	0	0	48.2978509146768	0	0	0	0	0	0	0	0	0	0	0	86.6855352181658	88.3882577967282	0	1038.23500049915	0	0	177.677094091126	0	299.552094730354	58.5626157343693	281.037342555855	61.2119101237766	0	0	198.528309640634	0	0	122.916941949401	130.599536763443	129.496272449798	0	612.766017047151	104.086541714243
NC 002937.3 Desulfovibrio vulgaris str. Hildenborough chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.0646537885996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.917046821437	0	0	0	0	0	0	0
NC 002947.4 Pseudomonas putida KT2440 chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6872834827332	0	73.1256078566153	0	0	94.9212391018552	479.185384845762	0	0	0	0	0	175.687847203108	0	0	0	0	0	0	0	0	0	0	0	0	52.0432708571214
NC 002946.2 Neisseria gonorrhoeae FA 1090 chromosome- complete genome	0	0	0	0	0	0	0	0	0	93.7863715272079	0	0	0	0	0	0	0	0	0	0	0	115.026862880585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.264154820317	0	0	0	0	0	0	0	0
NC 003384.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18 plasmid pHCM1- complete sequence	0	0	0	406.078413741694	0	0	129.199689748478	0	0	0	0	0	0	0	51.8300947298641	247.577531224942	0	0	134.812223424298	0	0	0	0	100.967572244822	181.644322252597	0	0	0	24.5944135265339	0	498.387922731598	1901.265804272	1603.68240153607	5922.01327238079	0	1757.01307776779	1992.59293965082	2242.39692126635	54191.5136977935	1956.08232933182	0	234.250462937477	4890.04976047187	4468.46943903569	625.945569025209	15602.7327310289	0	478.683865550011	487.567931925765	0	130.599536763443	64.7481362248988	118.464697520139	0	52.0432708571214
NC 003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2- complete genome	0	0	0	1392.26884711438	0	0	0	0	27.339674679743	0	0	0	0	0	51.8300947298641	185.683148418707	0	0	0	0	0	131.459271863526	0	16.8279287074704	129.745944466141	0	0	0	73.7832405796018	0	124.596980682899	1974.39141212861	1907.08177479965	88.3882577967282	0	2954.9765398822	2854.25475139172	927.888381213662	533.031282273378	507.132455752693	0	175.687847203108	505.867216600539	0	62.5945569025209	250.311220283886	0	1914.73546220004	243.783965962883	184.375412924102	326.498841908608	388.488817349393	0	0	104.086541714243
NC 003143.1 Yersinia pestis CO92 chromosome- complete genome	0	36.1146162352535	103.875922288345	435.084014723243	0	132.351742225394	0	25.0911561703669	0	187.572743054416	672.141741250395	0	0	0	336.895615744117	123.788765612471	82.5371706147864	17.460661130473	0	0	0	0	188.655084973788	0	51.8983777864563	0	0	0	245.944135265339	0	83.0646537885996	146.251215713231	520.113211308995	88.3882577967282	94.9212391018552	2076.4700009983	753.954085273284	9356.20784390443	8306.40414876015	144.894987357912	0	292.813078671847	224.829874044684	61.2119101237766	0	584.059513995735	99.264154820317	341.917046821437	304.729957453603	614.584709747006	0	64.7481362248988	0	262.614007305922	208.173083428486
NC 003131.1 Yersinia pestis CO92 plasmid pCD1- complete sequence	0	0	0	0	0	0	0	0	0	656.504600690455	32.0067495833521	0	0	0	0	61.8943828062356	110.049560819715	17.460661130473	0	43.3466002827932	0	0	0	0	77.8475666796845	0	0	0	0	0	0	0	43.3427676090829	0	0	1038.23500049915	2800.40088815791	695.916285910247	3064.92987307193	217.342481036869	0	58.5626157343693	562.07468511171	61.2119101237766	0	166.874146855924	0	1641.2018247429	0	61.4584709747006	0	323.740681124494	0	0	0
NC 003112.2 Neisseria meningitidis MC58 chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4746421790459	0	0	0	0	67.4061117121489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.3882577967282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9459914907207	122.916941949401	0	0	0	0	0
NC 003198.1 Salmonella enterica subsp. enterica serovar Typhi str. CT18- complete genome	0	0	0	928.179231409585	77.8069034953195	0	0	0	27.339674679743	93.7863715272079	128.026998333409	0	0	0	1684.47807872058	278.52472262806	0	331.752561478988	67.4061117121489	43.3466002827932	48.2978509146768	82.1620449147035	47.1637712434469	0	493.034588971335	0	0	0	590.265924636814	0	1329.03446061759	1681.88898070215	1733.71070436332	1149.04735135747	94.9212391018552	7906.55884995508	24611.2154978493	4252.82174722929	6263.1175667122	3332.58470923198	374.440118412943	292.813078671847	730.697090645222	795.754831609096	751.13468283025	3254.04586369052	297.792464460951	273.533637457149	1157.97383832369	245.833883898802	261.199073526886	129.496272449798	0	0	0
NC 003295.1 Ralstonia solanacearum GMI1000 chromosome complete sequence	0	0	51.9379611441725	29.0056009815495	0	0	0	0	0	0	0	66.2560558035004	0	0	25.9150473649321	0	82.5371706147864	0	0	0	0	0	23.5818856217234	0	0	0	0	0	24.5944135265339	0	0	0	0	0	94.9212391018552	0	0	0	0	0	224.664071047766	0	0	0	0	0	0	68.3834093642873	0	0	0	194.244408674696	0	0	0
NC 003277.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 plasmid pSLT- complete sequence	0	0	0	174.033605889297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.3240317678052	0	0	0	0	56.207468511171	61.2119101237766	62.5945569025209	0	0	0	0	0	0	0	0	0	0
NC 003317.1 Brucella melitensis bv. 1 str. 16M chromosome I- complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9150473649321	0	0	0	0	0	0	16.4324089829407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC 004116.1 Streptococcus agalactiae 2603V-R chromosome- complete genome	88.4464470030364	108.343848705761	363.565728009208	1247.24084220663	25.9356344984398	370.584878231103	0	50.1823123407339	12166.1552324857	0	64.0134991667043	298.152251115752	20.4368290461294	116.949284358092	77.7451420947962	1887.77867559019	55.0247804098576	122.224627913311	134.812223424298	953.625206221451	169.042478201369	903.782494061738	400.892055569299	67.3117148298814	77.8475666796845	85.2563373877458	0	190.93005850097	491.888270530679	53.3745669654664	41.5323268942998	73.1256078566153	130.028302827249	176.776515593456	0	1277.82769292203	161.561589701418	309.296127071221	222.096367613908	0	299.552094730354	0	1461.39418129044	61.2119101237766	125.189113805042	208.592683569905	99.264154820317	752.21750300716	0	4670.84379407725	457.098378672051	453.236953574291	118.464697520139	875.380024353072	104.086541714243
NC 003450.3 Corynebacterium glutamicum ATCC 13032 chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.3745669654664	0	0	0	0	0	0	538.53863233806	0	0	0	0	0	0	0	0	0	99.264154820317	0	0	0	0	0	0	0	0
NC 003454.1 Fusobacterium nucleatum subsp. nucleatum ATCC 25586 chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.8943828062356	0	34.9213222609461	0	0	48.2978509146768	0	23.5818856217234	0	0	0	0	0	0	0	0	0	43.3427676090829	0	94.9212391018552	0	0	77.3240317678052	133.257820568345	0	0	292.813078671847	0	0	0	41.718536713981	0	136.766818728575	0	245.833883898802	0	0	0	0	0
NC 003902.1 Xanthomonas campestris pv. campestris str. ATCC 33913 chromosome- complete genome	0	0	0	0	103.742537993759	105.881393780315	0	50.1823123407339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4630086897599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9459914907207	0	65.2997683817215	0	0	0	0
NC 003997.3 Bacillus anthracis str. Ames chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.624446848596	0	0	0	0	0	0	0	0	0	0	400.309252240998	0	0	260.056605654497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.4584709747006	0	0	0	0	0
NC 004337.2 Shigella flexneri 2a str. 301 chromosome- complete genome	766.535874026315	72.229232470507	986.821261739278	2987.5769010996	1063.36101443603	132.351742225394	7278.24918916428	200.729249362936	4401.68762343863	9284.85078119358	10082.1261187559	99.3840837052507	0	526.271779611413	37887.7992475307	5787.12479238303	2008.4044849598	6862.03982427591	25681.7285623287	2990.91541951273	4346.80658232091	704342.346235787	3608.02850012369	67.3117148298814	1089.86593351558	0	23.4630086897599	163.654335857974	362324.900072898	2828.85204916972	70189.6324513667	10310.7107077828	14563.1699166519	53740.0607404108	189.84247820371	169871.218927823	1031193.77320092	300171.89132262	1741324.36064008	16518.028558802	25461.9280520801	57684.1764983538	24056.7965227812	63293.115067985	202493.391579655	118605.799877848	694.849083742219	35627.7562787937	51316.5248351868	21756.298725044	2285.49189336025	6021.57666891559	11017.2168693729	2013.37405601207	18683.5342377066
NC 004567.2 Lactobacillus plantarum WCFS1- complete genome	88.4464470030364	108.343848705761	51.9379611441725	174.033605889297	25.9356344984398	26.4703484450788	43.0665632494928	75.2734685111008	0	937.863715272079	96.0202487500564	66.2560558035004	20.4368290461294	0	181.405331554524	0	0	87.3033056523652	202.218335136447	476.812603110725	0	65.7296359317628	0	2288.59830421597	25.9491888932282	0	0	27.2757226429957	319.727375844941	587.12023662013	0	292.502431426461	0	707.106062373826	0	239.592692422881	269.26931616903	1701.12869889171	133.257820568345	144.894987357912	0	58.5626157343693	168.622405533513	16466.0038232959	125.189113805042	792.65219756564	99.264154820317	957.367731100022	41687.0581796529	2765.63119386153	326.498841908608	0	0	350.152009741229	237629.574733617
NC 004350.2 Streptococcus mutans UA159 chromosome- complete genome	0	1336.24080070438	0	21638.178332236	726.197765956315	0	559.865322243406	100.364624681468	2023.13592630099	515.825043399644	128.026998333409	662.560558035004	265.678777599682	1608.05265992376	2073.20378919457	5508.60006975497	55.0247804098576	69.8426445218922	134.812223424298	130.03980084838	96.5957018293536	230.05372576117	801.784111138597	2456.87759129067	25.9491888932282	284.187791292486	70.3890260692797	27.2757226429957	49.1888270530679	480.371102689198	1868.95471024349	219.376823569846	736.827049354409	0	0	16212.4388539483	0	309.296127071221	2220.96367613908	0	0	0	786.904559156393	122.423820247553	3067.13328822352	0	297.792464460951	0	2072.1637106845	184.375412924102	326.498841908608	1035.97017959838	118.464697520139	0	1196.99522971379
NC 004347.2 Shewanella oneidensis MR-1 chromosome- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.592692422881	0	0	0	0	0	0	56.207468511171	0	0	41.718536713981	0	0	0	0	0	0	0	0	0
NC 004461.1 Staphylococcus epidermidis ATCC 12228 chromosome- complete genome	88.4464470030364	216.687697411521	0	464.089615704793	570.583958965677	6061.70979392304	86.1331264989856	953.463934473944	382.755445516403	187.572743054416	160.033747916761	993.840837052507	20.4368290461294	0	25.9150473649321	123.788765612471	0	139.685289043784	67.4061117121489	0	120.744627286692	49.2972269488221	47.1637712434469	67.3117148298814	1012.0183668359	0	93.8520347590396	54.5514452859914	0	133.436417413666	41.5323268942998	0	0	176.776515593456	94.9212391018552	159.728461615254	53.853863233806	77.3240317678052	0	72.4474936789562	0	117.125231468739	0	0	62.5945569025209	208.592683569905	198.528309640634	68.3834093642873	182.837974472162	61.4584709747006	130.599536763443	64.7481362248988	39.488232506713	0	156.129812571364
NC 004369.1 Corynebacterium efficiens YS-314 DNA- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.460661130473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.4192735227815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC 004557.1 Clostridium tetani E88- complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5944135265339	0	0	0	0	0	0	0	0	77.3240317678052	0	0	0	0	0	0	0	0	0	0	0	61.4584709747006	0	0	0	0	0
NC 006347.1 Bacteroides fragilis YCH46 DNA- complete genome	1955256.12174712	79416.0411013225	239382.062913491	152308.410754117	272842.874923587	1700693.41724787	264041.09928264	961116.737105906	484568.394023766	895659.848084835	4095743.71043366	303022.071217309	2571729.69350683	811715.745408425	216753.456160292	137622.160169665	3972046.31105618	3292452.10540652	266860.796268398	545863.737361215	6508401.04893273	139905.530080757	17155633.1347188	1200403.46641869	2071212.35907969	220018.188018643	313770.815208159	1086555.68720638	1108494.81205441	18073936.0513976	1454046.76456944	203654.817880674	495017.748863336	358502.77362353	2200843.84981562	420005.989817311	567296.595304913	796824.147367233	116111.980988551	591461.338394998	2913144.1212527	2145792.80312303	378220.055611669	587450.701457884	559344.960480926	412137.424197419	484905.396297248	1273162.3155443	620613.031350009	526576.179311235	429607.176183346	605395.073702803	529418.733217501	648831.674050497	253086.426178182
NC 004703.1 Bacteroides thetaiotaomicron VPI-5482 plasmid p5482- complete sequence	707.571576024291	1119.55310329286	3064.33970750618	146971.380173512	18466.1717628892	529301.087507796	139363.398675359	12545.5780851835	4018.93217792223	316810.363018908	3520.74245416874	18518.5675970784	156811.789270951	114873.434560736	13061.1838719258	3001.87756610243	26769.5556693957	17425.7398082121	31613.4663929979	130906.732854036	0	62377.4244992429	47.1637712434469	2658.81273578032	1167.71350019527	2955.55302944186	102650.6630177	5509.69597388513	959.182127534823	25859.9776947685	1476432.68876546	950.632902135999	2080.45284523598	28284.242494953	189.84247820371	0	1454.05430731276	32862.7135013172	7373.59940478173	16807.8185335178	170819.582019985	2693.88032378099	11691.1534503236	4101.19797829303	125.189113805042	834.370734279621	6452.1700633206	2256.65250902148	4997.57130223909	17638.5811697391	7313.57405875281	906.473907148583	14768.5989575107	1225.5320340943	39656.9723931265
NC 004668.1 Enterococcus faecalis V583 chromosome- complete genome	2299.60762207895	361.146162352535	934.883300595105	88380.0661907814	829.940303950075	0	0	1932.01902511825	1449.00275802638	0	576.121492500338	364.408306919252	20.4368290461294	116.949284358092	388.725710473981	1206.94046472159	110.049560819715	209.527933565677	741.467228833638	606.852403959105	4419.25335869292	1478.91680846466	23.5818856217234	1649.13701333209	6617.04316777318	426.281686938729	46.9260173795198	818.271679289871	860.804473428688	480.371102689198	3654.84476669838	14040.1167084701	18767.4183747329	2740.03599169857	94.9212391018552	531017.270639912	646.246358805672	3170.28530248001	188160.042642503	72.4474936789562	0	1815.44108776545	955.526964689906	16527.2157334197	375.567341415125	792.65219756564	99.264154820317	547.067274914299	17369.6075748554	368.750825848204	718.297452198937	129.496272449798	315.905860053704	2100.91205844737	572.475979428336
NC 004669.1 Enterococcus faecalis V583 plasmid pTEF1- complete sequence	0	0	0	638.12322159409	0	0	0	0	0	0	0	0	0	58.4746421790459	0	804.626976481063	27.5123902049288	279.370578087569	0	0	2849.57320396593	575.134314402924	0	151.451358367233	0	0	0	0	418.105029951077	53.3745669654664	0	146.251215713231	0	0	0	1517.42038534491	0	0	1643.51312034292	0	0	0	0	0	0	0	0	273.533637457149	2194.05569366594	0	0	0	276.417627546991	0	0
