#Taxonomy	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium	5.89642110824414e-07	0	0	0	0	7.94110243148615e-07	0	0	6.83492240722686e-06	0	0	0	0	0	5.18301215934653e-07	0	2.75123902049288e-07	0	6.74061571480185e-07	0	0	1.64323981819852e-07	0	0	2.59491821596259e-07	0	0	0	4.91891415953711e-07	0	0	1.46251108766218e-06	4.33428427530333e-07	0	1.89840856410071e-06	0	5.38534862054295e-07	0	2.22095973000237e-06	0	0	0	0	0	0	3.33748850652396e-06	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus	0	0	0	2.90055589153661e-07	0	0	0	0	0	4.68931417842278e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66515167600284e-06	0	0	0	0	0	0	0	0	6.83871973695548e-07	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	1.47410527706104e-06	3.61146423205825e-07	0	0	7.78069034953195e-07	7.94110243148615e-07	0	0	1.36698448144537e-06	1.40679425352683e-06	1.60033747916761e-06	6.62561436009154e-07	5.3135798957026e-06	2.92373381859518e-07	2.59150607967326e-07	0	5.50247804098576e-07	6.98426445218922e-07	2.69624628592074e-06	4.33465627042707e-07	0	1.64323981819852e-07	4.71638268540454e-07	0	1.81644275117381e-06	0	4.69260063692668e-07	0	0	5.33746666752066e-07	4.15323786423896e-07	0	0	0	1.89840856410071e-06	7.9864358373738e-07	1.07706972410859e-06	0	2.22095973000237e-06	7.24474936789562e-07	0	5.85625814385898e-07	5.62075316968323e-07	6.12119475927789e-07	0	8.34372126630989e-07	0	1.3677439473911e-06	0	6.14582821180982e-07	0	6.47481781481374e-07	0	0	1.56128918770807e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella	2.94821055412207e-07	7.58407488732232e-06	5.19379881197046e-06	1.16022235661465e-05	4.66841420971917e-06	2.11762731506297e-06	1.29199634106636e-06	1.50546974796178e-06	6.01473171835964e-06	5.62717701410733e-05	3.84080995000226e-05	6.95689507809612e-06	1.94150034650672e-05	0.000168991814714801	2.59150607967326e-06	1.85683263346217e-06	4.40198243278861e-06	8.20651073132233e-06	8.76280042924241e-06	9.96970942198226e-06	4.82978159244661e-07	6.07998732733452e-06	7.07457402810681e-07	2.86074836167466e-06	2.85441003755885e-06	5.68375582584972e-06	2.11167028661701e-06	5.01873296631121e-05	7.13242553132881e-06	4.53684666739256e-06	3.73791407781506e-06	2.19376663149327e-06	6.93485484048534e-06	9.72260523394356e-06	9.49204282050357e-07	1.03823665885859e-05	3.76974403438007e-06	9.27890533660776e-06	8.88383892000947e-07	1.08671240518434e-05	1.49776159529583e-06	0	5.62075316968323e-06	3.55029296038118e-05	3.12972392705239e-06	2.92030244320846e-06	4.96319788766298e-06	1.3677439473911e-06	0	1.22916564236196e-06	6.52997683817215e-07	6.47481781481374e-07	3.9488232506713e-06	8.75380024353072e-07	1.56128918770807e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	1.76892633247324e-05	4.3337570784699e-06	7.27131833675864e-06	9.28177885291716e-06	0	2.09115697362469e-05	2.1533272351106e-06	3.26185112058386e-06	2.1871751703126e-06	1.31300796995838e-05	5.44114742916986e-06	3.97536861605492e-06	4.31217445382019e-05	0	1.78813919497455e-05	8.04627474500272e-06	1.10049560819715e-06	1.16986429574169e-05	8.02133270061421e-05	7.36891565972601e-06	2.89786895546796e-06	1.36388904910477e-05	9.43276537080908e-07	3.19730699245991e-06	5.18983643192518e-07	0	0	1.17285607364882e-05	1.47567424786113e-06	9.34056666816116e-06	1.37056849519886e-05	2.19376663149327e-06	5.63456955789434e-06	0	0	1.35769409235355e-05	4.30827889643436e-06	2.08775370073675e-05	6.21868724400663e-05	2.17342481036869e-06	7.48880797647915e-07	0	6.18282848665155e-06	0	0	0	0	0	0	0	6.52997683817215e-07	6.47481781481374e-07	3.9488232506713e-07	0	2.0817189169441e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0289107423358318	0.0102811163758234	0.0625546322712534	0.00185896627088582	7.75475471503351e-05	0.0683824212580136	0.000198536771077198	0.00596040564380536	0.0024747887052087	0.0190165757877579	0.0335401929558905	0.00558704930914719	0.113622935699757	4.47331274245063e-05	0.0396528936756886	0.0116862856507997	0.000875719380222883	0.00477147486712437	0.00835431911692542	0.00655313334963164	0.00933186250384571	0.0544725783533718	0.00145358914364168	0.00501893058158509	0.000331630548000019	0.000902864612936228	8.68131117831437e-06	0.00113657936253363	0.0159692548189372	0.0794714093260488	0.07328928132372	0.000499447536436636	0.0170064312110077	0.00145308754587302	2.27809027692086e-05	0.00233603248243184	0.000694709972050041	0.0655322689397923	0.159181958344568	0.000431062587389789	7.71347221577353e-05	2.69387874617513e-05	0.00324823325675994	0.00236584177446091	2.31599570601877e-05	3.67123735717635e-05	6.74994912722165e-05	9.09549725015079e-05	2.43791246431506e-05	3.07291410590491e-05	0.000278177013306134	0.00105280537668871	0.000413046912020218	1.92583605357676e-05	0.00627169866702333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	8.84463166236621e-07	1.80573211602912e-06	5.19379881197046e-07	7.2803952877569e-05	3.63098882978158e-06	1.58822048629723e-06	5.64171735598978e-05	5.01823249320594e-07	5.74133482207057e-06	9.37862835684555e-07	1.60033747916761e-06	1.62327551822243e-05	1.02184228763512e-06	3.80085396417374e-06	0	3.71366526692433e-06	6.8780975512322e-06	5.41280495044664e-06	0	1.73386250817083e-06	1.69042355735631e-06	1.47891583637867e-06	0.000353964520539611	1.68279315392627e-06	1.03796728638504e-06	5.68375582584972e-07	1.87704025477067e-05	1.09102890571983e-06	1.47567424786113e-06	6.13808666764876e-06	1.66129514569558e-06	0	2.600570565182e-06	0	9.49204282050357e-06	3.19457433494952e-06	2.69267431027148e-06	7.7324211138398e-07	7.99545502800852e-06	0	0	3.4551923048768e-05	1.12415063393665e-06	6.12119475927789e-07	0.000232851460172698	0.000239464800343094	5.36025371867602e-05	2.53032630267353e-05	6.09478116078764e-07	5.53124539062884e-06	1.30599536763443e-06	0.000139856064799977	1.18464697520139e-05	1.57568404383553e-05	3.64300810465217e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia	0	0	0	2.90055589153661e-07	0	0	1.72266178808848e-06	0	0	0	0	3.31280718004577e-07	2.04368457527023e-06	0	0	3.09472105577028e-07	2.75123902049288e-07	0	0	1.73386250817083e-06	0	3.28647963639704e-07	0	0	0	0	0	0	2.45945707976856e-07	1.33436666688017e-06	4.15323786423896e-07	0	0	0	0	0	5.38534862054295e-07	1.15986316707597e-05	4.79727301680511e-05	0	0	5.27063232947308e-06	0	6.12119475927789e-07	0	0	9.92639577532596e-07	2.73548789478219e-06	6.09478116078764e-07	0	0	0	0	4.37690012176536e-06	8.84730539701242e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia	8.84463166236621e-07	0	0	0	0	0	0	0	0	0	0	3.31280718004577e-07	6.13105372581069e-07	0	0	0	0	1.7460661130473e-07	0	0	0	0	0	0	0	0	0	0	0	3.73622666726446e-06	0	0	0	1.76774640617156e-06	9.49204282050357e-07	0	0	0	4.44191946000474e-07	0	0	0	0	0	0	0	1.98527915506519e-06	1.3677439473911e-06	4.26634681255135e-06	0	0	0	0	0	3.12257837541615e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88383892000947e-07	0	0	0	0	0	0	0	0	0	0	1.22916564236196e-06	0	0	0	0	5.20429729236025e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__;g__Lawsonella	0	0	2.59689940598523e-06	0	2.07485075987519e-06	0	0	0	1.91377827402352e-06	0	6.40134991667043e-07	0	4.08736915054046e-07	0	0	0	1.92586731434502e-06	0	0	0	0	0	0	0	2.59491821596259e-07	0	0	0	0	0	0	0	0	0	9.49204282050357e-07	0	0	0	5.33030335200568e-06	0	0	0	0	0	0	8.34372126630989e-07	0	9.57420763173768e-06	0	6.14582821180982e-07	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	2.47649686546254e-05	4.69490350167572e-06	1.97364354854877e-05	4.35083383730492e-05	5.44648324467237e-06	0.000176821880807758	2.45479304802609e-05	1.02873766110722e-05	3.93691530656267e-05	0.00010082025483609	1.12023623541732e-05	7.95073723210985e-06	0.000563443837402003	2.66059777492161e-05	3.99091936269682e-05	3.96124295138596e-05	3.85173462869003e-06	1.97305470774345e-05	2.69624628592074e-05	8.23584691381143e-06	4.15361216950408e-05	1.39675384546874e-05	7.31039316237704e-05	5.38493809256406e-06	3.58098713802837e-05	2.15982721382289e-05	1.43124319426264e-05	1.06375318307683e-05	4.20567160640423e-05	0.000463825853407545	0.00029529521214739	1.82813885957773e-05	3.5107702629957e-05	7.51292222622911e-05	6.54950954614746e-05	5.59050508616166e-05	2.63882082406605e-05	0.000194083769957379	0.00137388568897946	0.000113018090139172	0.000135547424374273	0.000161632724770508	5.90179082816739e-05	0.000383798911406724	8.01209325325413e-05	0.000243636660976249	5.36025371867602e-05	0.000157290553949976	6.76520708847428e-05	4.42499631250307e-05	0.000137129513601615	7.70503319962835e-05	6.94992892118149e-05	0.000131307003652961	7.33805918222795e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae;g__Dietzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09472105577028e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9488232506713e-07	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia	0	0	0	0	2.59356344984398e-07	1.8529239006801e-06	0	2.50911624660297e-07	0	0	0	0	0	0	0	3.09472105577028e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33428427530333e-07	0	0	0	0	7.7324211138398e-07	3.10934362200331e-06	7.24474936789562e-07	0	0	0	0	1.25188957082096e-06	4.17186063315494e-07	0	6.83871973695548e-07	0	1.84374846354295e-06	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium	5.89642110824414e-07	7.22292846411649e-07	0	0	0	1.58822048629723e-06	0	0	0	4.68931417842278e-07	0	0	0	0	0	0	0	3.49213222609461e-07	0	0	0	0	2.35819134270227e-07	0	0	1.13675116516994e-06	0	0	0	0	0	0	0	8.83873203085778e-07	2.84761284615107e-06	0	0	7.7324211138398e-07	4.44191946000474e-07	0	0	0	0	0	1.25188957082096e-06	0	0	1.3677439473911e-06	0	1.35208220659816e-05	1.30599536763443e-06	0	0	0	3.79913702342298e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus	8.84463166236621e-07	0	0	0	0	3.7058478013602e-06	0	0	2.73396896289075e-07	4.68931417842278e-07	9.60202487500564e-07	1.65640359002288e-06	0	0	2.59150607967326e-07	0	5.50247804098576e-07	1.7460661130473e-07	0	0	0	1.64323981819852e-07	1.88655307416182e-06	0	2.59491821596259e-07	8.52563373877458e-07	0	0	2.45945707976856e-07	2.66873333376033e-07	8.30647572847792e-07	0	0	0	2.84761284615107e-06	7.9864358373738e-07	1.07706972410859e-06	6.95917900245582e-06	7.10707113600758e-06	6.52027443110606e-06	0	1.40550195452616e-05	0	0	2.62896809872401e-05	2.08593031657747e-06	3.97055831013038e-06	4.78710381586884e-06	5.48530304470888e-06	9.34165888195093e-05	6.52997683817215e-07	0	3.9488232506713e-07	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	5.89642110824414e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74061571480185e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33428427530333e-07	0	0	0	0	7.7324211138398e-07	0	0	0	1.1712516287718e-06	0	0	0	8.34372126630989e-07	0	6.15484776325994e-06	0	1.84374846354295e-06	0	0	7.8976465013426e-07	0	1.04085945847205e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18301215934653e-07	0	0	1.7460661130473e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17186063315494e-07	0	6.83871973695548e-07	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34372126630989e-07	0	0	0	0	0	1.29496356296275e-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus	1.17928422164883e-06	0	0	0	0	1.05881365753149e-06	6.02931625830969e-06	0	0	4.68931417842278e-07	3.20067495833521e-07	0	2.04368457527023e-07	0	0	0	0	5.23819833914191e-07	0	0	0	0	0	0	0	0	4.69260063692668e-07	0	0	5.33746666752066e-07	0	0	4.33428427530333e-07	1.76774640617156e-06	0	0	0	7.7324211138398e-07	1.33257583800142e-06	0	0	0	0	6.12119475927789e-07	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Janibacter	0	0	5.19379881197046e-07	0	2.59356344984398e-07	7.94110243148615e-07	0	2.50911624660297e-07	0	4.68931417842278e-07	0	0	2.04368457527023e-07	5.84746763719036e-07	2.59150607967326e-07	3.09472105577028e-07	0	0	0	4.33465627042707e-07	0	0	2.35819134270227e-07	1.68279315392627e-07	0	0	2.34630031846334e-07	0	7.37837123930567e-07	2.66873333376033e-07	0	0	0	0	1.89840856410071e-06	0	0	0	0	0	7.48880797647915e-07	2.92812907192949e-06	0	0	2.50377914164192e-06	8.34372126630989e-07	0	2.73548789478219e-06	1.82843434823629e-06	1.04479079600767e-05	0	0	0	0	3.64300810465217e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Tetrasphaera	0	0	0	0	0	1.05881365753149e-06	4.30665447022121e-07	0	0	0	0	3.31280718004577e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66873333376033e-07	1.24597135927169e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.52259171065103e-06	0	2.45833128472393e-06	0	0	0	0	4.68386756312422e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	0	0	0	0	0	2.64703414382872e-07	8.61330894044241e-07	0	0	0	0	0	0	0	2.59150607967326e-07	0	0	5.23819833914191e-07	6.74061571480185e-07	0	0	0	0	0	0	2.84187791292486e-07	0	0	0	0	0	0	0	8.83873203085778e-07	0	0	0	7.7324211138398e-07	0	0	0	0	0	0	0	0	0	0	0	6.14582821180982e-07	0	0	7.8976465013426e-07	0	1.56128918770807e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25944785410479e-07	0	0	6.83871973695548e-07	0	6.14582821180982e-07	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	0	0	0	2.90055589153661e-07	0	5.29406828765744e-07	0	0	0	0	0	3.31280718004577e-07	0	0	0	0	0	0	0	0	0	1.64323981819852e-07	0	0	2.59491821596259e-07	0	0	0	2.45945707976856e-07	0	0	1.46251108766218e-06	0	4.41936601542889e-06	9.49204282050357e-07	0	0	0	8.88383892000947e-07	4.34684962073737e-06	0	5.85625814385898e-07	1.68622595090497e-06	6.12119475927789e-07	0	8.34372126630989e-07	0	2.73548789478219e-06	3.04739058039382e-06	6.14582821180982e-07	0	0	3.9488232506713e-07	0	2.1858048627913e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Plantibacter	2.94821055412207e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7460661130473e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Pseudoclavibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74061571480185e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44191946000474e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20429729236025e-07
