#OTU ID	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
NR 029065.1 Bifidobacterium psychraerophilum strain T16 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.07486465104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747.49973115389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424.9750629364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 029248.1 Tyzzerella nexilis strain DSM 1787 16S ribosomal RNA gene  complete sequence	416.631947337722	230328.466236084	31870.1625646107	1371.75921884548	1398.50360114677	153502.73675198	648.214169961755	463874.487874022	167934.093789607	111.032154912063	9108.58094973618	2043.96222076495	125.448478309958	12097.4880500423	1469.7716954633	1820.07710508463	195.03061980731	389.554738933399	3704.0348434726	0	1055.19737466893	432386.871139403	0	1626.78576710343	91492.4277440931	1546.18163417343	117943.341614057	0	550.97936582275	0	820.642680453464	1115.94688092847	158.853711616972	1263.71417083118	401.913106386399	164488.407483663	368985.808238145	0	64081.3502211258	285214.705815564	752410.588448711	1529.09449803998	14964.2457334765	484.050534875841	2455.34344116383	0	553.17383487761	0	132.957506780833	82372.8340288227	0	0	142.747023724555	85180.2282058844	1207.40137040056	345.913037462382	124895.339101312	703.506982306799	4869.09622083224	123.415651572932	552743.158165232	0	3932.0412208988	13951.9545419954	91718.4913426692	478667.579283596	119.467176393286	40197.3323588526	149.186931224825	605.597232420648	0	145.872536577539	0	508.498277462085	506358.38150289	459.748977058526	0	69211.5210562743	0	0	1341.33664196372	2036.63222495282	184.675617278251	9179.84270956074	3747.59919426617	0	178.628844985888	361.759598688019	0	0	726.058229870035	847561.251754902	306.166187006307	61105.2072263549	0	14145.5804976071	0	0	1258.29689515241	382590.48329484	996.636352310951	22944.9893879424	0	84207.0227991346	154644.923854723	109042.893044256	0	16170.8534307302	8467.40050804403	0	0	0	0	880746.92318574	556.885894080303	0	169166.572685237	220978.232909098	5047.95557799091	645161.290322581	0	0	464.295663478503	390.103084740143	0	0	0	0	0	0	0	627.478540233924	50377.8337531486	1301.23617436565	22669.8253289958	0	14920.0710479574	0	0	0	305.259623309625	7126.9064474747	1149325.95921189	0	0	0	41637.7515614157	58128.4543548694	0	0	23581.070092698
NR 029247.1 Erysipelatoclostridium ramosum strain 113-1 16S ribosomal RNA gene  partial sequence	105512.040663278	68608.4793043653	11783.9256541418	1870.58075297111	10488.7770086008	59525.6296568103	129.642833992351	78833.4207102775	240811.153358682	222.064309824125	40433.2129963899	1703.30185063746	627.242391549791	17506.9339260775	6369.01068034099	39710.7732018465	0	11167.2358494241	510.901357720358	0	1160.71711213583	37237.8568103763	21826.4216331495	16119.9680558431	506131.216183148	281.123933486077	22790.9838867744	5141.60846651527	15702.9119259484	47245.978111357	15006.0375854348	4463.78752371387	0	36073.2954219082	22507.1339576384	37149.7627786232	38767.7397023191	0	255874.12377027	54272.5435429298	91958.1932098852	29330.8126442214	22731.9458088689	0	0	0	276.586917438805	0	132.957506780833	31878.7521523975	0	27555.1677420836	142.747023724555	28695.8691559104	10866.612333605	17987.4779480439	44854.6708663929	12663.1256815224	21723.6600621746	370.246954718797	143003.983039959	0	12942.9690187919	5580.78181679815	93060.7131671961	165411.818389231	6690.16187802401	8120.6732038086	144562.136356855	2422.38892968259	17433.36840948	35592.8989249194	11252.5838134028	508.498277462085	37985.1362510322	0	115.806417991685	6921.15210562743	9464.53666790949	7516.20296212327	17940.3775862647	8418.07986313831	0	27265.5029731729	0	0	24472.1517630667	120.586532896006	268.846112485213	0	20813.6692562744	276934.92142566	0	8560.63289644586	1472.39263803681	20491.2614684963	113.867981462293	0	314.574223788103	578261.056678478	19683.5679581413	10325.2452245741	26589.7516787597	1664.17041105009	22180.6421233938	10222.771222899	6471.17331959208	11012.9088019628	1058.4250635055	53003.9631403632	0	0	0	108077.521573066	278.442947040151	0	61463.8547423029	170265.93333905	28198.9242632596	41947.3000118161	0	7745.93338497289	16714.6438852261	14823.9172201254	0	0	0	381.723098064664	0	0	41001.3570871712	98263.1394006325	29257.8957566363	0	27430.488648085	1187.47921911367	9236.23445825933	26244.5552853237	29939.7902013231	4158.14823798468	22182.1992938327	5226.39806148145	25348.5424588086	49169.2771323209	0	0	0	1905.85096245474	0	0	7318.26313221662
NR 029188.1 Oxalobacter formigenes strain OXB 16S ribosomal RNA gene  partial sequence	0	0	0	2868.22382122236	0	815.419584339867	907.499837946457	97.0854934855634	0	1332.38585894475	0	510.990555191238	1003.58782647966	16916.8125577827	326.615932325179	14726.0783956848	0	0	1021.80271544072	0	0	0	35155.5340808744	0	135.94714375051	2811.23933486077	0	0	0	16296.872196639	0	0	0	31592.8542707795	0	1118.96875839227	0	0	0	0	139.542023080251	0	0	0	0	0	276.586917438805	0	0	1551.27747700231	0	0	0	0	0	0	1196.12455643714	0	0	370.246954718797	0	2924.63442069741	0	1522.03140458131	447.407274842289	0	0	0	0	1892.49135131452	0	0	0	1398.37026302073	0	0	694.838507950111	0	0	0	0	31771.462709264	0	8905.81755405146	936.899798566543	0	0	723.519197376037	5242.49919346166	0	0	0	0	0	2453.98773006135	0	0	7545.110126501	629.148447576206	0	0	0	8112.12763080806	665.668164420037	0	425.948800954125	22649.1066185723	0	0	20545.1141530307	0	0	0	0	556.885894080303	0	0	122.493477222338	2088.8092046859	0	0	0	0	29257.7313555107	0	0	1776.58210981815	0	0	0	0	22463.7317403745	0	867.490782910432	0	712.487531468199	0	16351.3197850969	27738.3350394611	12820.9570671194	31543.4944086612	6651.77935097639	0	14274.9514255125	0	0	0	0	0	0	0
NR 029232.1 Clostridium argentinense strain ATCC 27322 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.867981462293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.396969518307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 029246.1 Clostridium collagenovorans strain SG 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	111.032154912063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.3431827616136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 029335.1 Holdemania filiformis strain J1-31B-1 16S ribosomal RNA gene  partial sequence	12082.3264727939	7665.04988565253	2410.34842925627	0	0	1528.91172063725	0	4368.84720685035	4356.78073510773	0	13885.0319355735	0	0	983.535613824577	0	0	0	35709.1844022283	0	0	0	2641.87497641183	0	147.889615191221	6797.35718752549	0	911.639355470976	20137.9664938515	1239.70357310119	0	0	1115.94688092847	0	0	31215.251262677	0	0	0	1353.83134269984	2497.89949360765	7395.72722325328	30998.9157329923	13936.1677823216	0	0	0	0	0	0	0	94.3431827616136	42595.6968013043	0	8279.83576435361	8149.95925020375	7437.13030544121	0	30250.8002391924	0	0	4368.49543877682	0	1474.51545783705	507.343801527105	0	2966.00501939311	34048.1452720865	0	41772.3407429509	0	34552.6220728432	24506.5861450265	28865.3236952507	127.124569365521	6110.65235342692	0	0	1597.18894745248	20363.094043078	14909.1894822445	19784.7154689648	0	0	11372.0439536349	0	0	13933.0499088993	0	0	0	39691.1832328953	13133.4631583715	0	1771.16542685087	0	264.40337378705	0	0	0	2869.06999096243	23670.1133673851	764.83297959808	0	332.834082210018	2602.19823794005	3407.590407633	0	5018.54071988179	0	0	0	0	0	2829.25449144151	0	0	0	2449.86954444676	0	0	0	249.868818870093	20429.0091930541	0	0	0	0	0	0	0	75650.391245344	0	26932.7649680295	0	7481.04235856863	0	710.479573712256	0	0	0	0	950.254192996627	576.103237700196	0	0	0	0	0	0	0	1626.28069604814
NR 029313.1 Anaerofilum pentosovorans strain Fae 16S ribosomal RNA gene  partial sequence	27497.7085242896	0	0	1995.28613650251	6293.26620516048	0	0	0	0	0	111.080255484588	510.990555191238	0	1573.65698211932	326.615932325179	1820.07710508463	0	11426.939008713	0	0	1793.83553693718	0	4331.96154551059	17746.7538229466	0	1546.18163417343	0	13282.4885384978	16667.1258161382	1943.66365647988	16412.8536090693	8927.57504742774	0	2757.19455454076	12995.1904398269	0	0	0	0	0	0	14873.9192082071	342.692650384958	0	2455.34344116383	0	276.586917438805	0	0	155.127747700231	0	15155.342258146	0	0	11923.0885327055	10550.3476426027	99.677046369762	12311.372190369	18103.0500518122	617.078257864662	0	0	0	0	0	0	11110.4474045756	0	16708.9362971804	1362.59377294646	9894.61450267783	21589.1354134757	21771.303465062	889.871985558649	0	0	463.22567196674	0	12332.5780824275	10719.8304541758	23138.0570738741	3937.48896824211	0	274.025155509276	468.449899283272	0	11789.5037690686	1085.27879606406	134.423056242607	0	23475.8827657978	0	0	0	981.59509202454	132.201686893525	0	0	419.432298384137	0	15697.0225488975	0	2253.36878633557	332.834082210018	0	0	1078.52888659868	0	0	2552.94317877896	0	0	0	0	0	0	0	122.493477222338	0	0	0	7995.80220384298	6500.13928869904	3803.50507621639	0	0	0	0	0	0	6641.06488031646	3639.37553335676	193.760899050572	2168.72695727608	0	0	0	1923.68468059964	4292.83756563088	7276.7594164732	3561.36227194562	1900.50838599325	0	1321.75476162153	0	0	0	0	0	0	0
NR 029329.1 Herbaspirillum seropedicae strain Z67 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.883106439198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464.295663478503	97.5257711850356	0	0	0	0	0	0	0	125.495708046785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 029355.1 {Clostridium} methylpentosum strain R2 16S ribosomal RNA gene  partial sequence	32288.9759186734	376.969666507502	0	5487.03687538191	16082.7914131879	815.419584339867	7519.28437155636	97.0854934855634	0	41637.0580920234	0	4513.74990418927	6021.52695887799	11704.0738045125	5225.85491720286	22171.848371031	195.03061980731	19218.033787381	6386.26697150448	35495.0627168401	9180.21715961971	0	30157.1169129776	73796.9179804194	0	8855.40390481144	569.77459716936	12425.5537940786	97661.0925920824	20034.6869206387	55100.2942590183	62493.0253319942	0	22746.8550749612	79176.8819581206	4252.08128189061	3807.54586362063	19106.6729153899	0	227.08177214615	837.252138481504	75620.6733576135	114.230883461653	0	4910.68688232767	0	1521.22804591343	0	23666.4362069882	3257.68270170485	15283.5956073814	13547.9574731911	12561.7380877609	226.844815461743	41051.6465936189	69701.47704867	4784.49822574857	16532.4140842098	44196.4118506311	6664.44518493835	385.455479892072	29921.2598425197	10649.2783066009	3551.40661068973	0	798.53981291353	14933.3970491607	0	25212.5913769954	5374.67543773325	18061.5979017135	11961.5479993582	10151.7875707873	8263.09700875888	0	0	7411.61075146785	0	14053.4029311383	16141.3539022647	102947.587270715	14935.3029829873	369.351234556502	17811.6351081029	15458.846676348	0	10360.4730091815	7958.71117113641	1881.92278739649	7836.7497464581	21055.688666231	226.439019971922	3367.82805706938	4132.71932931869	12269.9386503067	528.806747574099	0	321.068516021319	4613.75528222551	143.453499548121	172667.248037872	382.41648979904	13520.2127180134	0	247.828403613338	425.948800954125	13421.6928110058	0	2116.85012701101	22854.9198862117	35270.162170024	46814.5735802972	0	0	15035.9191401682	0	281.944287808729	122.493477222338	6440.49504778151	4135.64929693962	12777.9197546639	51972.7143249794	13000.2785773981	22821.0304572983	11384.0940379117	0	30074.9971447788	0	0	0	17757.6300060636	21459.7660760002	0	29928.4320104099	113.349126644979	1899.96675058186	710.479573712256	16763.5379309397	24326.079538575	11434.9076544579	10582.333608067	8552.28773696964	576.103237700196	17975.8647580528	0	0	0	1905.85096245474	0	0	0
NR 029338.2 Desulfovibrio alaskensis strain Al1 16S ribosomal RNA gene  partial sequence	0	125.656555502501	0	1122.34845178266	0	0	129.642833992351	0	0	1443.41801385681	0	1277.4763879781	627.242391549791	1672.01054350178	979.847796975536	827.30777503847	390.06123961462	0	894.077376010627	667.200427008273	422.078949867573	0	1666.13905596561	0	0	2389.55343463166	0	0	0	1794.15106751989	0	0	0	1378.59727727038	0	1118.96875839227	692.281066112842	540.754893831789	0	0	0	0	0	0	0	0	1106.34766975522	0	1063.66005424666	465.383243100693	566.059096569682	0	428.241071173666	0	0	0	897.093417327858	0	0	1727.81912202105	0	2474.69066366704	327.670101741567	761.015702290657	0	114.077116130504	0	0	0	1135.49481078871	0	0	0	2033.99310984834	0	0	694.838507950111	0	0	0	0	2443.95866994338	554.026851834752	822.075466527827	0	0	0	1326.45186185607	268.846112485213	1075.63231814131	0	0	153.083093503154	0	490.79754601227	0	910.943851698341	321.068516021319	1677.72919353655	0	0	382.41648979904	1352.02127180134	0	0	0	719.019257732453	0	0	972.549782391986	727.219838557196	0	0	0	1392.21473520076	0	0	0	0	0	0	0	0	1267.83502540546	1588.47823784814	0	1395.88594342855	0	0	0	0	878.469956327493	0	1301.23617436565	0	0	0	961.84234029982	1430.94585521029	0	2136.81736316737	1425.38128949494	576.103237700196	1057.40380929722	0	0	0	952.925481227368	0	0	0
NR 029337.1 Enterococcus asini strain AS2 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	85.165092531873	0	0	0	0	0	0	127.72533943009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.747023724555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.699654052581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.586532896006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 040865.1 Bacteroides ovatus strain JCM 5824 16S ribosomal RNA gene  partial sequence	16665.2778935089	10303.837551205	1156833.33779694	2743.51843769096	243339.626599538	15696.8269985424	3500.35651779348	7961.0104658162	3432.61512463033	222.064309824125	1078922.5215218	4258.25462659365	2258.07260957925	105828.432047524	19433.6479733481	675910.45220643	54023.4816866248	109984.287958863	5364.46425606376	1200.96076861489	2004.87501187097	11951.3391790059	291074.493077192	2070.4546126771	369232.442426385	13915.6347075608	3988.42218018552	246368.739020524	4132.34524367062	40218.8864302374	8558.13081044326	8927.57504742774	42731.6484249655	264001.378597277	5894.72556033386	4028.28753021216	7268.95119418484	1261.76141894084	101386.924997744	6244.74873401912	13954.2023080251	4726.29208485084	882205.112974344	169175.661939106	1841.50758087287	194907.01228589	4701.97759645969	53337.921541638	1063.66005424666	7446.13188961109	471.715913808068	132149.991963076	1284.723213521	917587.278542749	7093.48305110326	4842.78252447335	4684.82117937881	120299.693974463	124.848621046981	17895.2694780752	31992.804831042	10123.7345331834	299981.978144404	5580.78181679815	91271.0840678269	1140.77116130504	111582.342751329	1019144.48707798	86826.793972848	41332.0111127092	61409.4328658259	166732.309308127	130138.578015876	8263.09700875888	9248.5549132948	459.748977058526	463.22567196674	603737.422137039	133363.925775088	184824.663003031	6371.34904932765	189678.347883939	48754.3629614582	99608.1440276217	136318.920691432	2081.01259624683	259011.825229538	4461.70171715223	6452.30669964512	4302.52927256523	98501.8998523682	278972.872605407	1530.83093503154	127819.104971071	117791.411042945	921842.362708548	287288.917229364	84601.5539716175	6396.34255035809	297522.558062804	7723.93173040987	19120.824489952	55883.5459011222	6989.51572641038	6195.71009033345	1116411.80730076	114443.898522415	1549613.85117239	8467.40050804403	43400.0340392424	14180.7868518653	18318.7461835945	24985.7865286214	17258.4523977932	12529.9326168068	4620.20226218792	281.944287808729	442568.933204307	222632.247732772	1772.42112725984	3833.37592639918	6246.72047175233	132324.264091373	49543.0917619981	11648.8404108864	0	18527.2134309607	145245.638813605	3537.52726843936	23681.658834937	93263.6502757486	48817.8304301993	1262546.01821352	5204.94469746259	987157.543951124	16624.7090675913	1411012.43339254	150322.217184	188444.561855386	179493.398939672	315129.684463303	164393.975388416	4608.82590160157	83402.7254583185	0	201.877460381548	2205065.92643997	145797.598627787	0	0	1575052.85412262
NR 036928.1 {Clostridium} hathewayi strain 1313 16S ribosomal RNA gene  partial sequence	33643.029747521	694503.782262321	195238.222769758	3242.33997181658	0	191215.892527699	2722.49951383937	287470.146210753	68784.3261512463	222.064309824125	160288.80866426	1788.46694316933	3136.21195774895	5606.15299880009	2123.00356011366	165.461555007694	0	120242.562750776	2426.7814491717	133.440085401655	6225.6645105467	316144.372177282	4665.18935670371	9464.93537223816	8428.72291253161	843.371800458232	201586.25247852	5784.30952482968	8540.18017025262	747.562944799952	10668.354845895	63608.9722129227	158.853711616972	3561.37629961514	32822.9036882226	46996.6878524752	80304.6036690896	360.503262554526	11582.7792653209	309058.29189091	443325.007325956	64638.9946898718	160494.391263622	242.02526743792	3069.17930145479	0	1106.34766975522	0	0	2714.73558475404	188.686365523227	6085.09954304347	570.988094898221	181135.585146201	63690.4222886293	15220.1736483448	8572.22598779953	9849.09775229519	9987.88968375844	4442.96345662557	281382.500321213	224.971878515186	327.670101741567	11922.579335887	23712.5855666413	519050.878393794	4659.21987933815	43648.6184704712	40131.2844994778	2952.28650805066	43976.0644563459	2917.45073155077	99316.2832226421	1525.49483238626	369777.043765483	919.497954117052	2895.16044979213	153330.138955438	15200.6194969455	62840.3854210306	9892.35773448241	5431.01926654085	369.351234556502	3836.35217712986	1405.34969784982	0	9288.69993926619	1929.3845263361	134.423056242607	0	9438.75698831046	333318.237398669	3520.91115057253	25091.5102137206	981.59509202454	54599.2966870257	0	160.534258010659	1992.30341732465	10472.1054670129	48087.7039990034	26004.3213063347	0	126809.785322017	284259.178944499	338203.347957576	599.182714777044	123233.055454875	35986.4521591871	607.843613994991	363.609919278598	0	0	638845.664167492	556.885894080303	171.118602303256	27912.4844930642	42015.2626872619	174.067433723825	49036.9845208555	0	9994.75275480373	49679.6359921998	877.731940665321	264.74637297469	191.894381332515	253.797444259736	0	884.38181710984	0	17324.5170790864	125.495708046785	104049.602790157	4337.45391455216	98953.7875610668	1424.9750629364	62522.2024866785	961.84234029982	1981.30964567579	1732.56176582695	203.50641553975	3325.88967548819	84111.0727042286	660.877380810764	0	0	0	75281.1130169621	0	2111.48648648649	97576.8417628883
NR 036820.1 Olsenella uli strain ATCC 49627 16S ribosomal RNA gene  partial sequence	0	0	0	7856.43916247864	0	203.854896084967	1685.35684190056	0	0	2109.61094332919	0	2469.78768342432	2383.5210878892	0	4572.6230525525	13402.3859556232	0	0	1915.88009145134	0	2637.99343667233	0	0	0	0	421.685900229116	0	0	0	747.562944799952	0	0	0	0	0	447.587503356906	0	0	0	227.08177214615	0	0	0	0	613.835860290958	0	1521.22804591343	1720.57811424639	1595.49008136999	775.638738501156	0	0	0	0	0	0	0	0	0	7775.18604909475	0	140044.994375703	0	0	0	0	0	0	0	2270.98962157743	0	0	0	762.747416193128	0	0	3474.19253975055	0	0	0	0	271.550963327042	184.675617278251	0	0	0	0	3376.42292108817	4032.6916872782	0	0	0	5204.82517910722	295.194237808478	0	0	0	1123.73980607462	1153.43882055638	0	0	382.41648979904	0	0	0	0	0	0	0	121.568722798998	47632.8994254963	0	0	0	21718.5498691318	0	0	0	0	0	0	0	0	292.577313555107	0	0	51774.6786289862	0	0	0	144.370975659053	2258.92274484213	0	433.745391455216	0	1424.9750629364	0	137.40604861426	0	346.51235316539	6512.205297272	0	0	132.175476162153	0	0	0	952.925481227368	0	0	0
NR 036800.1 {Ruminococcus} gnavus strain ATCC 29149 16S ribosomal RNA gene  partial sequence	1458.21181568203	28021.4118770576	8837.94424060634	498.821534125628	0	166957.159893588	129.642833992351	39319.6248616532	322137.727080693	222.064309824125	2888.08664259928	2810.44805355181	1505.3817397195	196.707122764915	1959.69559395107	0	390.06123961462	1558.2189557336	638.626697150448	11208.967173739	316.55921240068	32331.5175684686	0	739.448075956106	83335.5991190625	140.561966743039	9002.43863527588	214.233686104803	413.234524367062	0	937.877349089673	2231.89376185694	0	0	401.913106386399	17232.1188792409	126687.43509865	721.006525109052	14892.1447696982	36106.0017712378	67817.4232170018	139.008590730907	3998.08092115784	0	6752.19446320054	0	1244.64112847462	0	22868.6911663033	155.127747700231	4717.15913808068	114.813198925348	12276.2440403118	13043.5768890502	452.775513900208	1037.73911238715	996.77046369762	351.7534911534	374.545863140942	0	123217.268405499	674.915635545557	163.835050870783	15220.3140458131	26844.4364905373	234428.473648186	0	29031.4067036157	1790.2431746979	8705.46021604681	1256.45898446703	291.745073155077	0	0	41453.3443435178	0	115.806417991685	3726.77421072246	286.804141451803	0	0	0	0	0	3279.1492949829	0	714.515379943553	0	0	6761.11742831679	2904.23291948014	152846.338481047	0	590.388475616956	0	1850.82361650935	0	3050.15090220253	104.858074596034	119783.672122681	996.636352310951	4397.78963268896	0	30620.7355633217	9789.22194272686	851.897601908251	0	139.403908885605	6350.55038103302	0	0	199470.791776918	0	113170.17965766	0	0	35243.0359760911	199174.393963521	192692.649132274	47855.3704360156	6388.95987733197	499.737637740186	0	97.5257711850356	75187.969924812	0	0	0	9286.00907965332	0	1299.33878093148	0	7556.67506297229	867.490782910432	453.396506579917	949.983375290932	710.479573712256	137.40604861426	0	0	101.753207769875	0	348542.458808618	0	447.687693065318	0	0	242043.072231751	0	0	4878.84208814441
NR 036777.1 {Ruminococcus} torques strain VPI B2-51 16S ribosomal RNA gene  partial sequence	1666.52778935089	0	1472.99070676772	249.410767062814	7691.76980630725	101.927448042483	777.857003954106	97.0854934855634	264.047317279256	14212.115828744	1999.44459872258	85.165092531873	627.242391549791	1672.01054350178	163.307966162589	16380.6939457617	167336.271794672	36747.997039384	255.450678860179	16680.0106752068	4326.30923614262	125.803570305325	2665.82248954498	127037.179449259	543.788575002039	281.123933486077	341.864758301616	7498.17901366811	196148.654232899	149.51258895999	69168.4544953634	422943.867871889	9213.51527378437	4020.90872537193	124057.178837935	0	1384.56213222568	37131.8360431162	150.425704744427	113.540886073075	0	143595.874225027	1142.30883461653	0	1227.67172058192	0	138.293458719403	0	18082.2209221933	232.691621550347	10000.377372731	13088.7046774897	7137.35118622777	453.689630923485	47994.2044734221	147358.953958975	398.708185479048	41858.6654472546	49564.9025556513	370.246954718797	0	8998.87514060742	2293.69071219097	507.343801527105	0	342.231348391513	16844.8718714533	406.03366019043	2834.55169327167	0	4868.77856480973	30341.487608128	15778.0794774887	127.124569365521	0	0	347.419253975055	8518.34105307991	14913.8153554937	18482.4663003031	92216.8941350055	2851.28511493395	201850.449685128	2192.20124407421	58556.237410409	367.237516984735	8574.18455932264	0	134.423056242607	26737.1461937982	8470.67934848375	226.439019971922	0	295.194237808478	7361.96319018405	661.008434467624	76974.7554685098	481.602774031978	104.858074596034	573.813998192486	349570.200573066	23327.4058777414	901.347514534229	665.668164420037	0	2981.64160667888	6351.33677663667	3903.30944879694	5292.12531752752	121.568722798998	215257.07221293	286993.690209648	0	0	32577.8248036977	171.118602303256	845.832863426187	2327.37606722442	4699.82071054326	2363.22816967978	3833.37592639918	157917.093525899	45965.2706843718	3901.03084740143	125489.780790003	0	180069.286702283	954.30774516166	1768.76363421968	5967.03214738569	9528.48439349753	4392.34978163747	2131.36988955629	433.745391455216	1246.84039309477	237.495843822733	710.479573712256	4396.99355565632	2531.67343614129	2079.07411899234	25133.0423191591	950.254192996627	0	396.526428486459	0	0	3469.81263011797	0	0	2111.48648648649	1626.28069604814
