#OTU ID	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
NR 041667.1 Parasutterella excrementihominis strain YIT 11859 16S ribosomal RNA gene  partial sequence	1085.27879606406	0	0	0	0	0	0	0	0	0	0	0	223341.750948568	0	357367.829021372	0	0	0	139.403908885605	0	0	0	0	0	295.779230382443	552162.906377687	0	0	0	0	0	0	0	0	0	0	699.251800573387	75.699654052581	0	0	0	0	0	125.448478309958	92874.2994395516	0	64320.320766275	0	0	4853.90792347709	0	0	92214.5773260627	2035.41624262162	1357.57216730226	0	0	0	2647.4637297469	0	0	1382.95583761025	0	153.083093503154	0	0	0	7641.79780369071	0	0	738.702469113003	0	0	0	0	0	0	242.019409956679	889.871985558649	0	0	0	0	0	0	0	0	0	0	0	0	193440.477056214	0	0	0	0	0	503.001240736394	0	13338.6207145175	0	138.293458719403	0	0	0	0	0	0	0	1115.94688092847	0	0	30447.2690528107	27710.6302694417	0	0	0	95649.490897871	0	0	0	163.878009209944	0	0	0	0	0	94556.6061845132	0	532.396315817494	0	0	0	1058.4250635055	0	0	0	0	0	0	712.572147929978	0	0	2340.36743768772	0	0	0	0
NR 041590.1 Megamonas funiformis strain YIT 11815 16S ribosomal RNA gene  partial sequence	0	0	0	419.471884896915	0	0	0	3448.58416461242	0	0	0	0	0	64187.5565358546	0	13738.7591970206	843.371800458232	0	0	0	1509.6428436639	0	0	0	0	0	0	0	11823.5839729281	0	20739.7165572071	0	0	1496.46460237688	0	0	0	0	0	1021.98111038248	0	0	28261.142069217	1003.58782647966	133.440085401655	0	0	31746.9563697792	0	1371.75658706961	115.806417991685	797.416370958096	0	0	1234.15651572932	0	29177.2285593578	0	0	0	9541.7910144751	0	0	0	0	0	0	0	0	0	0	0	13445.2514387676	0	0	0	0	0	127.124569365521	0	0	0	0	0	0	104.15798683443	0	0	121.568722798998	0	0	0	0	0	0	0	0	0	0	0	0	164984.096252247	282.925449144151	648.214169961755	513.940639856097	1959.69559395107	0	0	0	0	34439.6956275549	165.152766308836	0	0	0	0	0	0	129372.669389412	0	109432.695535415	4260.82823945855	0	451.27711423328	0	0	0	0	129472.457979697	0	20964.3605870021	0	0	0	154355.50982059	87573.5548632745	613.835860290958	45164.7183846971	0	590.841949778434	89784.0906391772	0	0	0	0	0	0	0
NR 041364.1 Prevotella stercorea strain CB35 16S ribosomal RNA gene  partial sequence	723.519197376037	0	0	838.94376979383	0	0	0	1277.2533943009	0	0	0	0	0	128375.113071709	0	14192.9330547734	140.561966743039	0	0	0	1887.05355457988	0	0	0	0	0	0	0	56162.0238714083	0	43783.8460652149	0	0	4115.27765653643	0	0	0	1059.79515673613	425.948800954125	7409.36305027295	0	0	24728.4993105649	1379.93326140954	0	0	0	53299.9359235743	139.542023080251	949.677637202039	579.032089958425	1295.80160280691	0	0	7651.77039752181	342.231348391513	47792.5644275454	0	0	0	20504.6998396167	0	0	0	0	0	0	0	0	0	0	0	18471.5136588676	0	0	0	0	0	508.498277462085	264.350952324306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3307.28124075267	172.956518731191	0	0	0	0	0	121836.537131794	565.850898288301	388.928501977053	128.485159964024	979.847796975536	0	0	0	0	115574.654245623	495.458298926507	0	0	382.41648979904	0	0	0	203191.192511605	433.745391455216	71388.6091529596	2785.92615656905	0	5415.32537079936	0	0	0	0	159427.525378599	0	59081.3798360968	226.439019971922	0	20110.0762066046	119457.742382891	114918.656974732	613.835860290958	59924.430275121	0	13589.364844904	216621.932970713	0	0	0	0	0	0	0
NR 041464.1 Parabacteroides johnsonii strain M-165 16S ribosomal RNA gene  partial sequence	1688.21146054409	0	0	419.471884896915	0	0	0	127.72533943009	0	0	98.3535613824577	0	126.898722129868	0	224.971878515186	0	2951.80130160381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.116150594221	0	0	0	454.197924315486	0	681.320740254984	0	0	0	250.896956619916	0	0	0	0	0	527.598687334466	1042.25776192517	1993.54092739524	0	0	0	0	0	0	0	0	0	0	0	153.083093503154	0	0	0	0	0	178.628844985888	0	0	125.656555502501	0	0	0	346.51235316539	0	762.747416193128	0	0	0	0	0	0	0	298.373862449649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659.52150463283	0	129.642833992351	0	489.923898487768	0	0	0	0	853.235702484467	0	0	0	0	0	0	0	761.015702290657	867.490782910432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.524049309993	0	0	0	0	0	0	0
NR 041448.1 Bacteroides gallinarum strain C35 16S ribosomal RNA gene  partial sequence	0	0	0	104.867971224229	0	0	0	0	125.495708046785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.775481663521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.806417991685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.124569365521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.883106439198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041461.1 Bacteroides coprophilus strain CB42 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.956218021036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.524049309993	0	0	0	0	0	0	0
NR 041527.1 Citrobacter youngae strain GTC 1314 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	113.867981462293	0	190.861549032332	0	0	0	0	0	0	0	0	0	0	0	0	0	111.032154912063	0	448.846464586014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.675617278251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.02526743792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.942263767059	0	0	0	0	0
NR 041499.1 Flavisolibacter ginsengiterrae strain Gsoil 492 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	255.450678860179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5887.48807276123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041626.1 Paraprevotella clara strain YIT 11840 16S ribosomal RNA gene  partial sequence	6149.91317769631	224886.20487629	0	18142.1590217916	271.89798387645	340.267223192614	566.745633224896	3193.13348575224	693238.291250439	227.735962924585	627594.075181462	0	0	1115.22781626002	112.485939257593	7153.23825960578	14899.5684747621	615471.767273697	0	333.244468141829	0	137423.312883436	619270.022487459	234.469337272418	147.889615191221	0	583748.366067144	0	27928.1207636404	129.851579644466	0	267.816492139586	587907.835603047	20950.5044332764	387.521798101143	0	60135.6548493112	4996.17716747035	851.897601908251	1873.63203570121	114.230883461653	592082.663478846	4900.11737490456	5645.18152394811	0	689419.631622467	0	4465.93270033592	12419.2400541423	5803.58556067913	3705.80537573392	8871.25712690881	142.747023724555	2035.41624262162	2591.72868303158	228.154232261008	7921.41951837769	680579.863289634	529.49274594938	651667.203058408	16647.3800678076	0	3080.13484145861	1990.080215541	0	145.872536577539	469170.50415645	0	403.502400839285	0	184.675617278251	0	125.656555502501	275.489682911375	123.216442002021	0	257458.678401885	0	5720.60562144846	532931.5198858	707532.95152495	351.7534911534	979.947817778703	498.318176155475	301.850342600139	208.315973668861	0	0	615259.30608573	0	144.370975659053	0	157.057373058378	119.467176393286	32376.5426726314	0	114.813198925348	0	122.310693623944	0	632546.384054225	5255.1514313373	565.850898288301	8556.42704349517	0	3102.8513570892	710.479573712256	0	528.806747574099	0	8765.0576709768	165.152766308836	0	147.396969518307	382.41648979904	0	1004.17449683685	3085.46744831842	5073.43801527105	6072.43548037302	8951.54973704823	0	0	0	544495.652587067	186.469754605803	813.140348024069	0	6656.68164420037	1597.18894745248	952.925481227368	679.317059915765	0	1058.4250635055	0	1384.56213222568	1841.50758087287	3247.13661589326	0	1181.68389955687	8313.34172584974	0	191.942263767059	0	459.748977058526	1720.57811424639	0	0
NR 041611.1 Lactobacillus ruminis strain NBRC 102161 16S ribosomal RNA gene  partial sequence	120.586532896006	0	0	0	0	0	0	0	0	0	0	0	0	247.828403613338	0	0	0	0	0	0	125.803570305325	0	0	0	0	0	0	0	4688.66260995423	0	1152.20647540039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.039474933786	231.61283598337	0	0	0	1110.74086415639	0	396.070975918885	0	0	0	0	0	0	153.083093503154	0	0	0	0	0	0	0	0	1005.25244402	0	0	0	0	0	127.124569365521	0	0	0	0	0	0	0	0	0	0	0	0	363.609919278598	0	0	1044.40460234295	0	0	0	0	0	0	414.880376158208	0	0	642.425799820121	0	0	0	0	0	38628.3072579332	0	0	0	0	0	0	0	0	0	671.366230278617	0	0	601.702818977707	0	0	0	0	1997.00449326011	0	44787.4976176863	0	0	0	0	346.140533056421	0	30995.3949698902	0	0	179568.181278354	0	0	0	0	0	0	0
NR 041666.1 Dialister succinatiphilus strain YIT 11850 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.0854934855634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.671900763552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041633.1 Ilumatobacter fluminis strain YM22-133 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	127.72533943009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.699654052581	0	0	0	0	569.781090105182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 042008.1 Roseburia hominis strain A2-183 16S ribosomal RNA gene  complete sequence	0	0	0	0	2175.1838710116	85633.9178368078	68009.4759869875	510.901357720358	0	0	0	0	126.898722129868	371.742605420007	0	0	281.123933486077	0	24953.2996905233	75424.3312894339	0	0	0	0	0	0	0	0	815.419584339867	259.703159288933	1152.20647540039	139666.300650794	0	124.705383531407	11819.4148420849	0	0	302.798616210324	257273.075776292	0	74135.8433666126	0	0	376.345434929874	133.440085401655	0	0	0	0	211.039474933786	0	99.677046369762	0	0	493.66260629173	0	0	0	0	97.5257711850356	1827.15147085693	0	0	0	0	583.490146310154	0	0	0	1429.03075988711	0	0	251.313111005001	137.744841455687	492.865768008083	573.608282903605	0	726.058229870035	254.249138731043	0	8631.79239854219	0	1469.92172666806	0	150.925171300069	0	0	0	0	0	1443.70975659053	363.609919278598	785.286865291891	358.401529179858	2959.14637330502	0	1492.57158602953	167.667080245465	2079.28179160704	0	0	0	0	129.642833992351	1027.88127971219	163.307966162589	36944.9378330373	2321.47831739252	3569.44554612517	1115.94688092847	2404.57334336532	0	0	0	0	642.701058314409	573.813998192486	0	0	433.745391455216	223.788743426206	9177.16851575687	0	4964.04825656608	0	0	81314.0348024069	1277.79197546639	2662.67265768015	182079.540009583	45740.4230989137	24455.4141569675	0	0	447.407274842289	0	0	11512.5752745306	105829.285218598	0	8788.38982446973	0	383.884527534118	0	0	1720.57811424639	2111.48648648649	0
NR 041960.1 Blautia luti strain BInIX 16S ribosomal RNA gene  complete sequence	85737.0248890604	362341.70084276	198.479645912312	69003.1250655425	380793.126418968	78715.1509652247	343901.250240867	112398.298698479	10541.6394759299	0	62847.9257233904	190.861549032332	0	126144.657439189	337.457817772778	182577.890816605	44979.8293577724	183608.52396741	126439.345359244	188505.287478894	102781.516939451	186012.26993865	72143.0243088413	0	1035.22730633855	111.032154912063	91996.6245842778	0	16614.1740309248	229707.444391061	54153.7043438184	66016.7653124079	193480.061370518	98143.1368392173	198411.160627785	0	183203.971750227	58591.5322366977	294330.621459301	35684.1737708548	230289.461058692	68428.2122099015	152815.28836621	200717.565295933	400.320256204964	132419.379965727	0	110774.548067028	159217.448334566	57297.217444523	123102.222325161	77847.7732147841	570.988094898221	1017.70812131081	111814.580325077	222336.299338353	77629.9112801014	73968.8934385629	264.74637297469	127271.131396472	105568.751649512	153.661759734472	171.118602303256	165788.990263915	249.868818870093	56890.28926524	102715.148615513	660.402279331296	403.502400839285	219892.108177629	184.675617278251	133.971035462133	61194.7425297178	0	380985.238670248	331258.783376832	256419.141342389	414579.24925579	62291.0389891054	81816.6197443726	284301.098840874	33064.8281684196	351556.27962811	498.318176155475	150.925171300069	104.15798683443	173504.401014471	278.017181461814	181258.965693306	249.697242093961	33349.6953772414	0	584253.427777167	214682.515978735	245261.014116869	345.913037462382	182323.359893453	0	20548.1965288225	540.754893831789	184042.736515595	88369.5201216982	125335.973970859	147144.616581318	186560.452267763	77897.8998595552	235168.738898757	265112.823846225	183495.941408212	1115.94688092847	63139.4419838506	140545.004128819	132.957506780833	147.396969518307	124094.150939789	226230.772526672	368532.040339124	6170.93489663684	81175.0082443368	82845.3697679462	125321.696318675	143065.502040281	242.02526743792	60621.559012004	51313.7264218178	0	46348.9998373719	0	162755.866200699	595751.477399776	206784.829426339	320637.652280241	158.853711616972	137595.258255716	182989.575410496	60574.5932848737	187219.937388742	160880.85960562	8674.53157529493	323781.388478582	77907.8881736776	0	191.942263767059	195.03061980731	459.748977058526	1720.57811424639	4222.97297297297	0
NR 041668.1 Barnesiella intestinihominis strain YIT 11860 16S ribosomal RNA gene  partial sequence	15073.3166120008	12618.8652034792	0	42156.9244321399	0	0	0	24140.0891522869	55343.6072486321	0	82420.2844384995	80161.8505935794	91240.1812113752	247.828403613338	183577.052868391	454.173857752748	122007.787132958	47984.8048118096	139.403908885605	0	0	11779.1411042945	74279.8416720087	117.234668636209	0	18098.2412506662	62213.5446828929	0	3159.75088931698	0	576.103237700196	0	60827.4157852575	21823.4421179962	0	0	3496.25900286693	21952.8996752485	0	20439.6222076495	0	55924.2617860038	911.649744168291	21828.0352259327	24019.2153722978	83765.7435258308	25059.8652336136	485.427467427817	837.252138481504	22159.1448680476	15518.0600108858	40867.5890116024	570.988094898221	20354.1624262162	15426.9564466166	0	660.118293198141	90259.6616363416	3706.44922164566	69438.3490837454	0	1229.29407787578	0	29238.8708591023	0	0	32593.7443932779	27170.8366353447	0	0	11080.537036695	0	1005.25244402	0	0	286.804141451803	44353.58120517	0	148481.497018929	41370.9240387538	59189.4335900036	0	122.493477222338	0	0	0	0	139.008590730907	52396.1195263683	124.848621046981	0	31270.4530579594	0	0	2959.14637330502	0	0	0	0	35870.0746241754	77546.0968464587	13552.7589545015	282.925449144151	18927.8537628833	0	13881.1771238201	0	0	132.201686893525	0	29785.6827049123	165.152766308836	3589.85268308249	147.396969518307	1720.87420409568	0	143.453499548121	9256.40234495526	24859.8462748281	36000.8674907829	52366.5659617321	983.268055259665	0	0	56540.1244832993	0	0	0	332.834082210018	532.396315817494	0	0	0	1058.4250635055	2237.03637421144	10038.0754586362	3683.01516174575	1475.97118904239	0	73264.4017725258	475.048098619985	0	0	0	0	0	0	0
NR 041795.1 Clostridium subterminale strain DSM 6970 16S ribosomal RNA gene  partial sequence	361.759598688019	0	0	0	0	0	0	0	0	68320.7888773756	0	190.861549032332	60530.6904559471	0	149606.299212598	0	140.561966743039	0	0	0	0	0	0	0	0	131017.942796234	0	0	0	0	0	0	0	0	0	201.877460381548	0	0	0	85.165092531873	0	0	0	0	119028.556178276	0	13643.7044049674	0	0	527.598687334466	0	0	118765.52373883	78363.5253409322	123.415651572932	2623.7736710016	0	0	188499.417557979	0	0	187928.33215526	0	918.498561018921	999.475275480373	0	0	295860.22114042	403.502400839285	0	2585.45864189551	11119.595943357	0	2341.66230474669	123.216442002021	286.804141451803	0	0	381.373708096564	0	0	0	0	7225.61355425439	11923.0885327055	0	0	7645.47249019989	0	0	0	27997.963784452	0	0	174.067433723825	518.869556193573	114.813198925348	4359.34408638208	0	79130.4661307185	0	0	0	0	0	0	0	0	0	1115.94688092847	0	165.152766308836	475987.874275382	351541.772301161	0	0	0	9256.40234495526	0	2168.72695727608	223.788743426206	8357.77846970715	0	0	0	14544.6408592526	0	63889.5987733197	0	0	0	0	3177.07423233944	29635.9017781541	0	0	0	2361.55390246782	0	0	0	367.237516984735	116700.896370372	14822.3271053555	2758.49386235116	6882.31245698555	10557.4324324324	447.687693065318
NR 041690.1 Butyricimonas synergistica strain MT01 16S ribosomal RNA gene  partial sequence	723.519197376037	0	0	0	0	0	0	0	0	0	0	0	80834.485996726	0	104049.493813273	0	0	0	0	0	0	0	0	0	739.448075956106	9437.73316752532	0	0	0	0	0	133.908246069793	0	0	0	0	0	0	0	0	0	0	0	0	13477.4486255671	0	32299.3818566576	0	0	1899.35527440408	0	0	999.229166071887	0	0	0	0	0	0	0	0	0	0	0	1249.34409435047	729.362682887693	0	471.715913808068	0	178.628844985888	0	267.942070924266	0	413.234524367062	616.082210010104	286.804141451803	0	726.058229870035	127.124569365521	0	0	0	0	498.318176155475	452.775513900208	937.421881509874	596.747724899299	1251.07731657816	0	499.394484187922	144.370975659053	19998.5455603229	785.286865291891	597.33588196643	0	0	688.879193552091	335.334160490929	1100.79624261549	4506.29078193158	0	0	0	0	0	0	0	1392.88699043551	0	0	0	0	5052.38525767165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041778.1 Desulfovibrio piger strain ATCC 29098 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.809833715193	0	0	0	0	0	0	0	0	0	0	0	8459.97818752612	0	0	0	0	872.937684719849	0	0	0	151.399308105162	0	0	0	0	0	250.896956619916	0	0	0	679.598454398944	0	0	0	0	0	0	370.246954718797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.656555502501	0	0	0	0	0	127.124569365521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17452.5484599096	0	0	0	0	0	0	0	1014.68760305421	0	0	0	0	0	0	0	0	0	665.668164420037	0	11435.1057747284	0	0	3175.27519051651	0	0	613.835860290958	5608.69051836108	0	1772.5258493353	46792.2377140685	0	0	0	0	0	0	0
NR 041722.1 Streptococcus anginosus strain SK52 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.543464438187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.415651572932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085.93634861659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4988.00503550985	0	0	0	0	0	0	0
NR 041746.1 Clostridium algidicarnis strain NCFB 2931 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.615488195338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.118602303256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041909.1 Actinobaculum massiliense strain CIP 107404 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.709792169933	0	0	0	0	0	0	0	0	151.399308105162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2262.87663840972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5668820440425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998.502246630055	0	0	0	0	0	0	0	0	2361.55390246782	0	0	1187.62024654996	0	0	0	0	0	0	0
NR 041894.1 Acidaminococcus intestini strain ADV 255.99 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.070975918885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268.35950381776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR 041882.1 Robinsoniella peoriensis strain PPC31 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.889615191221	0	0	0	0	129.851579644466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.047317279256	0	0	0	0	0	0	0	249.868818870093	0	0	0	0	714.515379943553	0	0	0	0	0	0	0	242.019409956679	0	0	0	351.7534911534	0	249.159088077738	150.925171300069	104.15798683443	149.186931224825	0	0	124.848621046981	0	0	0	0	0	172.956518731191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.467372209606	0	0	253.671900763552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590.841949778434	0	0	0	0	0	0	0	0
NR 041920.1 Lactobacillus gasseri strain ATCC 33323 16S ribosomal RNA gene  complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.927448042483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5668820440425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11435.1057747284	0	0	0	0	0	0	0	0	0	1900.19239447994	0	0	0	0	0	0	0
NR 041927.1 Escherichia vulneris strain ATCC 33821 16S ribosomal RNA gene  partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5668820440425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111.9759813188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
