Linear model interactions and main effects				
				
Total.Fat.Percent.CaloriesEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	-29.60949361	57.92272817	-0.511189554	0.610644091
map$Years.in.US	7.894649334	13.80501702	0.571868135	0.569034977
map$Age	1.493496161	1.618814608	0.922586289	0.359031993
map$BMI	1.322120136	2.345301799	0.563731344	0.574533786
map$Years.in.US:map$Age	-0.235155538	0.369383833	-0.636615675	0.526215582
map$Years.in.US:map$BMI	-0.36334579	0.559555923	-0.649346695	0.517997814
map$Age:map$BMI	-0.057045764	0.063735026	-0.895045747	0.373481622
map$Years.in.US:map$Age:map$BMI	0.010868025	0.014727315	0.737950194	0.462731185
Fruits.in.CupsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	0.12749933	5.960605392	0.021390332	0.982988221
map$Years.in.US	-0.296174775	1.420621257	-0.208482573	0.835388778
map$Age	0.063647007	0.166585991	0.382066981	0.703437537
map$BMI	-0.028822248	0.241345996	-0.119422937	0.905243462
map$Years.in.US:map$Age	-0.00704362	0.038011871	-0.185300535	0.853468238
map$Years.in.US:map$BMI	0.021530096	0.05758175	0.373904856	0.709476732
map$Age:map$BMI	-0.000782827	0.006558727	-0.119356508	0.905295917
map$Years.in.US:map$Age:map$BMI	-2.35E-05	0.001515531	-0.015528845	0.987649424
Vegetables.in.CupsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	-9.398725898	7.724241106	-1.216783082	0.227309467
map$Years.in.US	1.72679682	1.840957485	0.93798843	0.351109248
map$Age	0.356294624	0.215875784	1.650461289	0.102819079
map$BMI	0.466526553	0.312755927	1.491663345	0.139770011
map$Years.in.US:map$Age	-0.070501728	0.049258899	-1.431248577	0.15630316
map$Years.in.US:map$BMI	-0.078252736	0.074619152	-1.048695051	0.297516223
map$Age:map$BMI	-0.014474189	0.008499336	-1.702978916	0.092503532
map$Years.in.US:map$Age:map$BMI	0.002989565	0.00196395	1.522220725	0.131946716
