Linear model interactions and main effects				
				
Total.Fat.Percent.CaloriesEstimate	Std. Error	t value	Pr(>|t|)	
map$Years.in.US:map$BMI	-0.01972794	0.254497131	-0.077517336	0.938521377
map$Age:map$BMI	0.212758796	0.12876696	1.652277847	0.104744932
map$Years.in.US:map$Age:map$BMI	-0.000936322	0.005864059	-0.159671238	0.87378334
Fruits.in.CupsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	9.375443851	7.452685194	1.257995421	0.214236731
map$Years.in.US	-0.554639919	0.428776451	-1.293540998	0.201768108
map$Age	-0.133708394	0.209581692	-0.637977453	0.526399538
map$BMI	-0.288609047	0.302577816	-0.953834127	0.34475638
map$Years.in.US:map$Age	0.00993475	0.009806653	1.013062286	0.315907822
map$Years.in.US:map$BMI	0.014517237	0.016445306	0.882758674	0.38159125
map$Age:map$BMI	0.004899539	0.00832077	0.588832459	0.558624629
map$Years.in.US:map$Age:map$BMI	-0.000246844	0.000378929	-0.651425085	0.517755173
Vegetables.in.CupsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	4.381497504	7.896805833	0.554844275	0.581474909
map$Years.in.US	0.114686158	0.45432811	0.25243025	0.801743369
map$Age	-0.009543721	0.222071091	-0.042975972	0.965891855
map$BMI	-0.179436946	0.320609042	-0.559675252	0.578199731
map$Years.in.US:map$Age	-0.00373871	0.010391051	-0.359800914	0.720511326
map$Years.in.US:map$BMI	-0.003097734	0.017425315	-0.177772057	0.859620259
map$Age:map$BMI	0.002886472	0.008816622	0.327389829	0.744739883
map$Years.in.US:map$Age:map$BMI	7.64E-05	0.00040151	0.190351669	0.849804319
